modismo;significado;ejemplo;fuente
alférez;Persona encargada de recolectar el dinero requerido para la realización de ciertas fiestas religiosas, por lo que se le concede el derecho a llevar el pendón de la festividad.;En muchas ocasiones, recaía sobre el propio alférez la obligación de sufragar la totalidad del capital necesario para la realización de los festejos.;DICOL
algo;Comida ligera que se toma en las horas de la tarde, entre el almuerzo y la comida.;De los alimentos usados para “el algo” están: almojábana, pandequeso, buñuelo, pandeyuca, pandebono, calados, tostadas y panes de todo tipo.;DICOL
algotro;Algún otro;Algunas veces dice que yo daba la información, y en algotras ocasiones dice que era mi esposa quien las daba.;DICOL
alicoramiento;Estado de embriaguez debido al consumo de bebidas alcohólicas.;El hecho de presentarse al trabajo en estado de alicoramiento puede constituirse en una justa causa de despido.;DICOL
alimentador;Bus del sistema de transporte público que tiene una ruta circular, en el que se recogen o dejan pasajeros en paraderos autorizados hasta una estación principal donde se debe cancelar el pasaje para acceder al servicio por las troncales de la ciudad.;Una vez entraron en funcionamiento los buses alimentadores en esta zona, el uso de los cicloparqueaderos disminuyó, debido a que ya no existía la necesidad de usar la bicicleta.;DICOL
alinderar;Poner o marcar los límites de un terreno.;Le corresponde al Ministerio del Medio Ambiente reservar y alinderar las áreas que integran el Sistema de Parques Nacionales Naturales.;DICOL
aliprús;Termita alada de color negro que normalmente vuela en enjambres atraídos por las luces de las casas, su aleteo es perturbador.;Debe cerrar las ventanas para que no se metan los aliprús.;DICOL
alistar;Poner a punto algo para su uso.;Coge el papel que alistaste para esta actividad y márcalo con tu sello.;DICOL
aliñado;Referido a una persona, presumida, que cuida demasiado su apariencia física.;Dizque era un hombre sencillo y humilde y resultó ser más aliñado que actor de Hollywood.;DICOL
allacito;Ahí mismo, cerca de.;En un barrio tranquilo de clase media, enfrente de la tintorería, más allacito quedaba la Pensión Valle donde nuestro tío Picuenigua iba a tomar aguardiente.;DICOL
almacén;Establecimiento comercial donde se venden artículos.;Las personas son requeridas para anunciar productos de consumo familiar o para anunciar rebajas en un almacén o centro comercial.;DICOL
almidón;Harina muy fina que se extrae de la yuca amarga.;El casabe de almidón es considerado como el más fino de los casabes porque no contiene ninguna mezcla.;DICOL
almirajó;Árbol que alcanza unos 20 m de altura, de hojas verdes agrupadas al final de las ramas, flores color canela.;El almirajó se propaga con mucha facilidad en condiciones naturales.;DICOL
almojábana;Pan típico de forma redondeada y con base plana, elaborado con una masa de harina de maíz, cuajada o queso y sal, que se asa al horno hasta dorar.;"Siempre aparecía con alguna delicia exótica; ese día era una bolsa llena de almojábanas que ella misma había horneado siguiendo al pie de la letra las instrucciones del viejo cuaderno de recetas de su madre.";DICOL
almorzadero;Restaurante en el que se sirven almuerzos y comida en general, especialmente en pueblos y carreteras.;Es tan difícil encontrarse a estos personajes de corbata en la calle o en el almorzadero del pueblo. Para hablar con ellos hay que procurar meterse en sus oficinas.;DICOL
almuercero;Trago de aguardiente, generalmente biche, que se toma como aperitivo en el almuerzo.;Cerca del medio día se tomó un almuercero para abrir el apetito.;DICOL
almuerzo;Plato típico de Antioquia, compuesto de arroz blanco muy húmedo, servido con carne molida, huevo frito, patacones y plátano maduro frito, se acompaña con una arepa redonda blanca y una taza de aguapanela caliente.;Entre todos mis recuerdos está un almuerzo que mi papá llamaba de maromero, nunca he sabido por qué pero sí sé que siempre nos ha encantado.;DICOL
alocado;Referido a una persona, que está fuera de las normas habituales.;Por mi parte, espero que ni siquiera en tu alocada mente lleguen a mezclarse cosas que pertenecen en realidad a mundos tan opuestos.;DICOL
alpargata;Calzado artesanal en forma de sandalia hecha de lona y suela de cabuya.;Hace unos años el campesinado colombiano tenía por costumbre llevar alpargatas.;DICOL
alpargatudo;Referido a una persona, que es tosca o que pertenece a un nivel socioeconómico bajo.;"Todos lo sancionaron por haber dicho: ""El que trabaja en una universidad de Estados Unidos es maravilloso, pero el que trabaja en una universidad colombiana es un pobre hombre alpargatudo”.";DICOL
altamisa;Planta herbácea que alcanza los 2 m de altura, tallo morado, hojas pinadas y flores pequeñas, usada en medicina y culinaria.;Cree en la altamisa, dice que se cocina y se baña con ella los martes y viernes para alejar las cosas malas y para la buena suerte.;DICOL
altanero;Referido a una persona, desafiante, insolente.;Es tan altanero y tan respondón, que cuando lo reprendíamos por alguna cosa no nos volvía a decir ni padre ni madre, sino don Tiodoro y doña Rosario.;DICOL
altanería;Actitud grosera y despectiva hacia los demás por creer que se está en una posición superior.;Es muy común observar la altanería en los comportamientos de ciertos funcionarios públicos de nivel medio, que interponen las mayores trabas a los ciudadanos cuando realizan trámites ante el Estado.;DICOL
altillo;En la parte más alta de una casa, espacio situado debajo del tejado que se usa para guardar objetos u otros fines.;Se dedicó a buscar las fotos de su abuelo y las encontró en Bogotá, en el altillo de la casa de su madre.;DICOL
alto;Referido a una prenda de vestir, corta, sin la extensión necesaria.;En mis tiempos la moda era andar de 'cocacolo', lo que implicaba un jean o pantalón oscuro con la bota un poco alta, mocasines negros y medias blancas.;DICOL
altoparlante;Aparato eléctrico para amplificar el sonido, especialmente en espacios públicos o abiertos.;Los altoparlantes de la iglesia y las campanas se cansaron durante dos días de invitar a la gran misa con diáconos y ropajes en honor al párroco.;DICOL
alucema;Alcohol antiséptico.;El sahumerio dulce es una poderosa preparación a base de incienso, mirra, estoraque, alucema, palo santo y sándalo rojo.;DICOL
aluzar;Alumbrar un sitio por medio de elementos o artefactos de iluminación.;Antes usaban velones para aluzar la casa, ahora usan bombillas eléctricas.;DICOL
alzado;Persona que causa peleas y discusiones.;Después del choque, esperamos a la policía porque no queríamos discutir con unos tipos que se mostraban tan alevosos.;DICOL
alón;Referido a un sombrero o a prendas similares, de ala ancha.;Me veo vestido con ropas atípicas, con un enorme jipijapa de paja fina y suave, muy alón, apto apenas para defender mis ojos del viento vivaracho.;DICOL
amacice;Abrazo en el que una persona estrecha intensamente a otra al bailar.;Bailar es de las pocas oportunidades públicas que existen para acercarse a alguien sin ser sancionado. ¡Que viva el amacice!;DICOL
amacizar;Abrazar fuertemente a la pareja en el baile.;De repente suena una salsa cadenciosa y las parejitas comienzan a amacizarse.;DICOL
amagallar;Presionar un tejido orgánico hasta volverlo blando.;Me vine en un bus tan lleno que las frutas se amagallaron.;DICOL
amalayarse;Sentirse mal por hacer algo indebido, arrepentirse.;Después de cometer semejante tontería, se amalayó.;DICOL
amanecedero;Establecimiento de diversión y fiesta donde se puede prolongar la celebración hasta que amanezca.;Además de que violan el horario autorizado para la rumba, el lío de estos amanecederos es que no hay control de lo que pasa adentro.;DICOL
amanecer;Pasar la noche sin dormir por estar haciendo alguna actividad.;Bailamos toda la noche, amanecimos y entre todos aportamos para la preparación del sancocho.;DICOL
amanecido;Referido a una persona, trasnochado o que ha dormido mal.;En la mañana de hoy los dirigentes del paro, cansados y amanecidos, terminaron por ceder en lo que pareció un acuerdo apenas aceptable.;DICOL
amangualarse;Ponerse de acuerdo dos o más personas en un plan para alcanzar un objetivo, generalmente ilícito o malicioso.;Se amanguala con los transportadores quienes se llevan la mayor parte de la tajada de la tarifa del sistema.;DICOL
amansar;Referido al calzado nuevo, utilizar diferentes medios caseros para que sea menos rígido o usarlo repetidamente para que se adapte bien al pie.;Hay que 'amansar' los zapatos. Nunca vayas a utilizar un par de zapatos nuevos en una carrera o en una salida larga.;DICOL
amarga;Cerveza.;Vecino, deme una amarga.;DICOL
amarillearse;Volverse amarilla una fruta al madurar, especialmente plátanos y bananos.;Teníamos la despensa en que se veían amarillear hartones y guineos, a donde subía frecuentemente Rufina por una escalera.;DICOL
amarradijo;Atadura que se hace de forma improvisada o sin cuidado.;Hazle un amarradijo, mientras conseguimos algo más resistente para sujetar la hamaca a la viga.;DICOL
amarrar;Asegurar, dar por hecho un pacto o un negocio con alguien.;La administradora necesitaba amarrar el negocio porque era una buena inversión.;DICOL
amartelado;Referido una persona, apegado a alguien, generalmente madre e hijo.;Ese niño está bien amartelado a su madre. ¡Orasite! El día que la mamá tenga que irse a trabajar y lo deje con la abuela.;DICOL
amañador;Referido a un lugar o a un espacio, que es cómodo y placentero.;No le digo que sea bonita o fea. Pero la ciudad es amañadora por el clima y la gente.;DICOL
amañarse;Sentirse a gusto o adaptarse bien en un ambiente, en una actividad o en el uso de algo.;En la casona, un viejo piano, muebles, camas y baúles le recuerdan al viajero que allí se amañó el tiempo.;DICOL
ambil;Líquido espeso que se obtiene del jugo cocinado del tabaco que se mezcla con sales vegetales y que se consume en prácticas rituales.;El tabaco y la coca que se transforman en ambil y mambe para su consumo fueron dados a los hombres para pensar, dialogar y organizar el futuro.;DICOL
americano;Pagando cada uno lo que consumió o le corresponde en un gasto en común.;Como el menú que se nos ofreció era tan diverso en el tipo de platos y en sus precios, decidimos pagar a la americana.;DICOL
ameritar;Necesitar o exigir algo que permita cumplir, desarrollar o mejorar un proceso.;"""Un caso aislado no amerita una reforma legislativa"": sostuvo el ministro de Justicia al referirse al caso del fraude bancario.";DICOL
amero;Cada una de las hojas que envuelven la mazorca del maíz.;En los envueltos que servíamos para las onces, siempre preferí los de maíz y los que envolvían en ameros morados.;DICOL
amigovio;Persona con la que se tiene una relación afectiva menos formal que el noviazgo.;Es una posición muy difícil la del amigovio enamorado, en silencio lleva el deseo y anhelo de tener una relación formal.;DICOL
amiguero;Referido a una persona, que tiende a hacer y a tener muchos amigos.;Es buen conversador, pero sus dotes de orador y amiguero no solo las demuestra en el recreo.;DICOL
amojonarse;Ponerse en posición de cuclillas.;Anonadada Jana miró lentamente a su alrededor y dando pasos inseguros se amojonó en un extremo de la sala rectangular.;DICOL
amonado;Referido a una persona, que tiene el cabello de color rubio claro.;Este era un muchacho bajito de cabello amonado, piel trigueña, constitución normal.;DICOL
anaco;Falda hecha de tela de una sola pieza, abierta al lado y ceñida a la cintura por una faja.;Vestida con el tradicional anaco negro de los guambianos, cuenta María que el espacio nació de la terquedad de los profesores del resguardo.;DICOL
anamú;Planta de hasta 1,5 m de alto, de flores blancas pequeñas en largas espigas y hojas alternas que huelen a ajo.;El anamú es bueno para combatir el sida, el cáncer, la malaria, la diabetes, la artritis, el reumatismo y hasta la pérdida de memoria.;DICOL
anchar;Referido a una persona o una cosa, hacer más ancho, engrosar o engordar.;Ha crecido. Las piernas se estiraron. Los hombros se ancharon. La cabeza se ve como un pequeño balín encima de un cuerpo estilo luchador.;DICOL
anche;Cáscara desmenuzada del grano de los cereales.;El anche es un alimento muy bueno para los animales.;DICOL
ancheta;Canasta con licores y alimentos finos que se regala en navidad.;Entre un agua de colonia y un libro, no lo dude: regale el libro. Entre una ancheta y un libro... depende de la ancheta.;DICOL
