modismo;significado;ejemplo;fuente
aguatero;En una competencia, especialmente en un partido de fútbol, persona que abastece de agua a los jugadores.;El preadolescente Elkin no jugaba: su padre lo tenía de aguatero. Repartía, al borde de la línea, jugo de aguapanela con limón para calmar la sed de los jugadores de planta.;DICOL
aguatudo;Río crecido que, por mezclarse con el material de su cauce, se torna espeso y de color arcilloso.;Y arrancó a correr sin darse cuenta de que el río bajaba aguatudo y violento. Por poco se resbala y quién sabe a dónde hubiera ido a parar.;DICOL
aguijar;Incitar a un perro para que ataque.;El perro me mordió porque usted me lo aguijó.;DICOL
aguinaldo;Juegos variados que se hacen en la temporada navideña, generalmente del 16 al 24 de diciembre, donde el jugador que acumule más puntos recibe un premio.;No deje pasar esta Navidad sin jugar aguinaldos, una buena manera de recordar el primer beso robado y la primera pajita en boca.;DICOL
aguinaldo;Dinero adicional que recibe un empleado a final de año.;Contrato directo con la empresa, pagan hasta cinco minutos que uno se quede de más, aguinaldo de fin de año.;DICOL
agutí;Mamífero roedor de tamaño mediano, cuerpo alargado que vive en cuevas y zonas boscosas.;;DICOL
agáchese;Puesto de venta informal o conjunto de estos puestos en el que se ofrecen diversidad de artículos  en el piso o en mesas muy bajas en los andenes de la ciudad.;La gente empezó a llamar a esos puestos los agáchese por la necesidad del cliente de doblarse por la cintura para alcanzar algún artículo que llamara su atención.;DICOL
agüerista;Referido a una persona, que cree ciegamente en los agüeros.;Mi abuela es demasiado agüerista. Ella me mantiene hasta el cuello con sus temores y cuidados: que cuidado pasas debajo de una escalera, que cuidado se te riega la sal o el azúcar.;DICOL
agüero;De una vez y sin pensarlo tanto.;A veces la mejor opción ante la adversidad es renunciar sin agüero a las aspiraciones o al menos contemplarlas con extrañeza y retirarse.;DICOL
ahogado;Referido a un político, que ha perdido las elecciones.;Para Concejo su hermano resultó ahogado por un voto.;DICOL
ahorcado;Referido a una persona, que cuenta con poco dinero para cubrir sus obligaciones.;Está ahorcado pagando las cuotas del apartamento.;DICOL
ahorcado;Juego infantil que consiste en adivinar una palabra sugiriendo las letras que la componen, antes de que el dibujo de un ahorcado llegue a completarse.;;DICOL
ahorcar;Estrangular, asfixiar a alguien apretándole el cuello.;Cuando don Gabriel se le arrojó encima para ahorcarlo, Mr. Carl Michael lo rechazó de un disparo en la pierna.;DICOL
ahorcar;Presionar, apremiar a alguien los problemas, especialmente los económicos.;Aquí calidad de vida se entiende como no estar ahorcado durante casi todo el tiempo que se está pagando la vivienda.;DICOL
ahorcar;En el juego del dominó, quedar una ficha doble sin poder jugarse, ya que todas las del mismo número están puestas en la mesa.;;DICOL
ahorita;En un momento, no de inmediato.;No mamá, nos pusimos a revisar unas cosas del colegio y se me hizo tarde, pero si quiere almorzamos ahorita con sumercé.;DICOL
ahorita;En este mismo momento o en este periodo de tiempo.;La casa me gusta ahorita, pero porque estoy con usted, cuando se vaya me va a parecer igual de aburrida.;DICOL
ahorita;Hace un momento, hace un rato.;Yo no sé por qué estamos sin dinero sí la subienda de pescado pasó ahorita y este año nos fue muy bien.;DICOL
ahuevado;Tonto, que actúa con poca inteligencia o poco entendimiento.;;DICOL
ahuevado;Intimidado, acobardado.;;DICOL
ahuevar;Actuar con poca inteligencia o poco entendimiento.;;DICOL
ahuevar;Desanimarse o acobardarse.;;DICOL
ahuevonar;Hacer que alguien actúe con poca inteligencia o poco entendimiento.;;DICOL
ahuevonar;Acobardarse o desanimarse.;Los del otro lado nos decían cosas y nos amenazaban solo para ver si nos ahuevonábamos.;DICOL
ahuyama;"Planta rastrera, con tallos muy largos y cubiertos de pelos ásperos, hojas anchas y lobuladas; grandes flores amarillas y fruto de gran tamaño.";Vasijas Quimbayas y del imperio Inca, hablan de la antigüedad de la ahuyama en el mundo indoamericano.;DICOL
ahuyama;Fruto de esta planta, de diversas formas, generalmente grande, de pulpa amarilla comestible.;Cuando consumimos crema de ahuyama o la servimos cocida como acompañante de cualquier otro plato, produce un efecto saciante sobre el apetito.;DICOL
ahí;No muy bien, más o menos.;"Cuando te saludamos y nos contestaste: ""Ahí, sin novedad"", supimos que no te había ido del todo bien en el examen.";DICOL
aire;Sufrir un dolor muscular en alguna parte del cuerpo, especialmente en la espalda.;Abrí una ventana y tengo aire en el cuello, espalda y cintura.;DICOL
ajetreo;Relación sexual.;Se vanaglorian de hacer el amor tres veces por noche y de reventar en pareja las cuerdas del mosquitero o de caerse en pleno ajetreo de la hamaca al suelo.;DICOL
ajiaco;Sopa espesa, de la cocina tradicional del altiplano cundiboyacense, hecho con diversas clases de papa, pollo, maíz tierno, y aromatizado con hojas de guasca.;Sobre la mesa hay alcaparras y crema de leche. Anuncio indudable del menú que los espera. Ajiaco santafereño.;DICOL
ajicero;Recipiente que contiene la salsa de ají.;;DICOL
ajicero;Conserva que se prepara con ají, cebolla y pimentón sazonados con pimienta, orégano y otras especias.;Deje reposar el ajicero en un lugar fresco y oscuro por 15 días. Disfrute con sopas y carnes.;DICOL
ajicero;Sopa tradicional preparada con pescado de escama, diversos tipos de ají y aliños.;Los que viven en la zona selvática del Guainía se las arreglan a las 11:00 de la mañana con ajicero y en la noche repiten o viven de lo que producen sus conucos.;DICOL
ajicie;Afición causada por algo nuevo, un objeto o actividad.;Nos dejó este video en nuestro muro, y con tanto ajicie y ganas, cómo no lo íbamos a publicar.;DICOL
ajustar;Referido a una persona, llegar a cierta edad.;Ella es oriunda de Chiquinquirá, allá conoció a José Vicente, cuando ella apenas ajustaba 15 años.;DICOL
ajustar;Referido a un evento, completar un determinado tiempo.;Las esperanzas radican en que hoy el clima en la región mejore y se pueda comenzar a solucionar el problema que ya ajusta 13 días.;DICOL
ajustar;Exigirle duramente a alguien que realice una tarea o cumpla con sus deberes.;Lo pillaron jugando en el puesto de trabajo y lo ajustaron.;DICOL
ají;Planta herbácea de hasta 2 m de altura, hojas lanceoladas, flores blancas, moradas o verdes en racimos y fruto comestible.;;DICOL
ají;Fruto de esta planta, muy variable en forma, tamaño y grado de picante según la variedad, generalmente alargado, de cáscara suave, fina y brillante, de tonos rojos y amarillentos.;;DICOL
ají;Salsa picante preparada con ají, cebolla picada y otros componentes según la región en que se elabore.;Para muchos colombianos la empanada y la sopa sin ají no tienen sabor y hasta pierden su gracia.;DICOL
ají;Condimento en polvo resultante de la desecación y maceración del fruto del ají.;;DICOL
ala;Mostrar a una persona de manera indirecta el interés que se tiene por ella en términos amorosos.;Por lo que veo, el hijo de don José le anda arrastrando el ala a la hija del médico.;DICOL
ala;Mal olor de las axilas.;Perfume milagroso convierte ese 'golpe de ala' tan incómodo en una delicada fragancia.;DICOL
alabado;Canto de alabanza ofrendado a Dios, a los santos y como homenaje en un funeral de un adulto, especialmente durante el velorio y en la última noche de la novena.;Los santos alabados reflejan tristeza, despedidas, perdón, dolor por el amigo, padre, hijo o, en general, por algún familiar que murió.;DICOL
alambique;Lugar clandestino en el que se fabrica aguardiente.;;DICOL
alambre;Alambre delgado y muy flexible que se usa en las manualidades.;;DICOL
alargue;En algunos deportes, como el fútbol, tiempo extra que se juega después de la finalización del partido, en caso de empate en el marcador.;Ya en el segundo minuto del alargue, el delantero alemán anotaba el uno a cero con el que finalmente su equipo ganó el partido.;DICOL
alarma;Estar preparado para tomar medidas de control ante alguna situación.;Después de conocerse más de 11 mil 200 casos, de chikungunya en Cúcuta, se prendieron las alarmas.;DICOL
alberca;Depósito de agua del lavadero de una casa.;Es necesario saber que los pequeños se pueden ahogar en una alberca, en un estanque de agua o incluso en la tina de bañarlos.;DICOL
albiriscado;Referido a una persona, que está alborotada o exaltada.;Usted estaba contentísimo y muy albiriscado porque yo me dejé besar las orejas y el cuello, y entonces empezó a beber sabajón y brandy como un loco.;DICOL
alboroto;Golosina redonda que se forma bañando maíz pira o millo con melao de panela o miel.;;DICOL
alcabala;Retén o puesto de vigilancia que hay en las carreteras o fronteras.;Ellos se embarcan en moto, teniendo que recorrer más de dos horas, hasta llegar a otra alcabala y si cuentan con suerte, se salvan de una atracada.;DICOL
alcahueta;Persona permisiva, que consiente o mima exageradamente a otra.;"Recuerdo que a su abuelo le dio rabia verla conversar con desconocidos; sin embargo, a quien le quitó la palabra fue a mí por alcahueta.";DICOL
alcahuetear;Consentir o mimar exageradamente a otro, especialmente a los hijos y nietos.;Ya está bueno que los profesores le tengan miedo a los alumnos y que los padres alcahueteen conductas agresivas de sus hijos.;DICOL
alcalde;Jefe de la administración de una zona de una ciudad capital.;;DICOL
alcalde;Máximo jefe administrativo del gobierno municipal en una ciudad capital con alcaldías locales.;El alcalde mayor de Bogotá, anunció fuertes sanciones contra las empresas que realizan el paro de transporte público en Bogotá.;DICOL
alcancía;Caja con una ranura para depositar las limosnas o donativos en las iglesias.;Se generalizó esta religiosidad popular por la Virgen y las alcancías de varias iglesias se crecieron porque fueron muy generosas las limosnas;DICOL
alcanzado;Referido a una persona, que cuenta con poco dinero para cumplir sus obligaciones.;Vive un poco alcanzada porque tiene que enviarle dinero a sus padres todos los meses.;DICOL
alcanzamocho;Alimento hecho a base de arroz preparado en caldo de carne, con alverja, maíz y hogao que se envuelve en hojas de plátano.;Tengo antojo de alcanzamochos con arepa. ¿Vamos a la galería y compramos unos para el almuerzo?;DICOL
alcaparro;Arbusto de hasta 3 m de altura, muy ramificado y de flores amarillas agrupadas en racimos.;Miguel Antonio Caro procuraba hablar sólo en latín bajo los alcaparros florecidos de la Sabana de Bogotá.;DICOL
alcaraván;"Ave zancuda y corredora de hasta 46 cm de longitud, de patas largas, dorso y parte superior de la cabeza café claro moteado de blanco, garganta y vientre blancos, cabeza con ojos muy grandes y amarillos con cejas blancas bordeadas por una raya negra y pico corto; propia de las zonas bajas y arenosas de los Llanos y la Costa Caribe.";Era un inmenso salón al aire libre, por donde se paseaban a voluntad no menos de doscientos alcaravanes que daban la hora con un cacareo ensordecedor.;DICOL
alcayata;Gancho metálico que se fija en la pared y del cual se amarra cada uno de los lazos de la hamaca.;Todas las habitaciones de este centro asistencial tienen en las paredes argollas de hierro, alcayatas, para colgar las hamacas.;DICOL
alebrestar;Perturbar, alterar los nervios o alborotar a una persona o a un animal.;Es un bailarín alegre pero se alebresta completamente cuando escucha salsa de la buena.;DICOL
alegadera;Discusión prolongada y reiterada que causa molestia.;Después de una hora de alegadera decidieron resolver la situación llamando a un policía.;DICOL
alegar;Discutir o protestar de manera vehemente.;Recordé que unos amigos estaban alegando sobre cuál es la mejor arepa de huevo: si la de Soledad o la de Barranquilla.;DICOL
alegato;Discusión o disputa intensa, vehemente.;Claro que me dio un poquito de miedo intervenir porque los dos vecinos estaban furiosos y al calor del alegato cualquier cosa me pudo pasar.;DICOL
