palabra;significado;ejemplo;fuente
alcahueta;Persona permisiva, que consiente o mima exageradamente a otra.;"Recuerdo que a su abuelo le dio rabia verla conversar con desconocidos; sin embargo, a quien le quitó la palabra fue a mí por alcahueta.";AcademiaColombianaLengua
alcahuetear;Consentir o mimar exageradamente a otro, especialmente a los hijos y nietos.;Ya está bueno que los profesores le tengan miedo a los alumnos y que los padres alcahueteen conductas agresivas de sus hijos.;AcademiaColombianaLengua
alcalde;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
alcancía;Caja con una ranura para depositar las limosnas o donativos en las iglesias.;Se generalizó esta religiosidad popular por la Virgen y las alcancías de varias iglesias se crecieron porque fueron muy generosas las limosnas;AcademiaColombianaLengua
alcanzado;Referido a una persona, que cuenta con poco dinero para cumplir sus obligaciones.;Vive un poco alcanzada porque tiene que enviarle dinero a sus padres todos los meses.;AcademiaColombianaLengua
alcanzamocho;Alimento hecho a base de arroz preparado en caldo de carne, con alverja, maíz y hogao que se envuelve en hojas de plátano.;Tengo antojo de alcanzamochos con arepa. ¿Vamos a la galería y compramos unos para el almuerzo?;AcademiaColombianaLengua
alcaparro;Arbusto de hasta 3 m de altura, muy ramificado y de flores amarillas agrupadas en racimos.;Miguel Antonio Caro procuraba hablar sólo en latín bajo los alcaparros florecidos de la Sabana de Bogotá.;AcademiaColombianaLengua
alcaraván;"Ave zancuda y corredora de hasta 46 cm de longitud, de patas largas, dorso y parte superior de la cabeza café claro moteado de blanco, garganta y vientre blancos, cabeza con ojos muy grandes y amarillos con cejas blancas bordeadas por una raya negra y pico corto; propia de las zonas bajas y arenosas de los Llanos y la Costa Caribe.";Era un inmenso salón al aire libre, por donde se paseaban a voluntad no menos de doscientos alcaravanes que daban la hora con un cacareo ensordecedor.;AcademiaColombianaLengua
alcayata;Gancho metálico que se fija en la pared y del cual se amarra cada uno de los lazos de la hamaca.;Todas las habitaciones de este centro asistencial tienen en las paredes argollas de hierro, alcayatas, para colgar las hamacas.;AcademiaColombianaLengua
alebrestar;Perturbar, alterar los nervios o alborotar a una persona o a un animal.;Es un bailarín alegre pero se alebresta completamente cuando escucha salsa de la buena.;AcademiaColombianaLengua
alegadera;Discusión prolongada y reiterada que causa molestia.;Después de una hora de alegadera decidieron resolver la situación llamando a un policía.;AcademiaColombianaLengua
alegar;Discutir o protestar de manera vehemente.;Recordé que unos amigos estaban alegando sobre cuál es la mejor arepa de huevo: si la de Soledad o la de Barranquilla.;AcademiaColombianaLengua
alegato;Discusión o disputa intensa, vehemente.;Claro que me dio un poquito de miedo intervenir porque los dos vecinos estaban furiosos y al calor del alegato cualquier cosa me pudo pasar.;AcademiaColombianaLengua
alegría;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
alegrías;Golosina redonda que se forma bañando maíz pira o millo con melao de panela o miel.;A mí la boca también me sabe a coco, al arroz con coco, al coco de las alegrías.;AcademiaColombianaLengua
alegrón;Referido a una persona, que está ligeramente embriagada y animada.;Salen a tomarse unas cervezas y sólo se delatan como músicos reputados cuando, ya alegrones, comienzan a cantar.;AcademiaColombianaLengua
alentado;Referido a una persona, que se ha recuperado de una enfermedad.;Ejemplo no encontrado.;AcademiaColombianaLengua
alentarse;Recuperar la salud o curarse de una enfermedad.;Si no te alientas de una gripa con remedios caseros, debe ser que lo que tienes es algo más serio.;AcademiaColombianaLengua
alepruz;Niño insoportable, que molesta en exceso.;Su sobrino se comporta cada vez peor, está inaguantable…todo un alepruz.;AcademiaColombianaLengua
alero;Tejado que sobresale de la pared y corredor en la fachada o en los costados de una casa que sirven para protegerse de la lluvia o el sol.;Añoré mi viejo barrio de Boston donde nací, de nobles casas con alero para que cuando lloviera nos escampáramos los parroquianos que íbamos a misa.;AcademiaColombianaLengua
alerta;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
aleta;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
aletear;Provocar a una persona a iniciar una discusión o una pelea.;Yo sacaba a pelear a los que venía a 'aletiar', entonces decía “voy por el más parado, por la cabeza”, y buscaba al más bravo.;AcademiaColombianaLengua
aletiar;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
aletoso;Referido a una persona, conflictiva, que provoca discusiones o peleas.;Se las da de aletoso y ni siquiera sabe pelear.;AcademiaColombianaLengua
alevino;Cría de ciertos peces de agua dulce que se suelen utilizar para repoblar ríos, lagos y estanques.;Más de 20 mil alevinos de bocachico y blanquillo fueron sembrados en la Ciénaga El Llanito de Barrancabermeja dentro del programa de repoblamiento de los espejos de agua.;AcademiaColombianaLengua
alevoso;Persona que causa peleas y discusiones.;Espero que no se enfrasquen en una discusión con este muchachito alevoso y ridículo que cree siempre tener la razón.;AcademiaColombianaLengua
alfabeto;Referido a una persona, que sabe leer y escribir.;Según el estudio más del 50% de la población eran mujeres alfabetas.;AcademiaColombianaLengua
alfajor;Golosina en la que dos galletas se rellenan con algún tipo de dulce untuoso como arequipe o mermelada, y que se recubren total o parcialmente con algún tipo de cobertura azucarada.;Ejemplo no encontrado.;AcademiaColombianaLengua
alfandoque;Golosina tradicional que se obtiene al cocinar y batir la miel de caña hasta obtener una pasta o melcocha que se saboriza con anís y cáscara de limón y se envuelve en hojas de plátano.;Ejemplo no encontrado.;AcademiaColombianaLengua
alfombra;Tejido fuerte con que se cubre de manera permanente y de pared a pared el piso de las habitaciones de una edificación.;Ejemplo no encontrado.;AcademiaColombianaLengua
alfombrar;Cubrir el piso, especialmente de una vivienda, con tapete, alfombra u otro material.;Las áreas sociales no se deben alfombrar de pared a pared. Hay que lucir los pisos, especialmente, si son de madera.;AcademiaColombianaLengua
alférez;Persona encargada de recolectar el dinero requerido para la realización de ciertas fiestas religiosas, por lo que se le concede el derecho a llevar el pendón de la festividad.;En muchas ocasiones, recaía sobre el propio alférez la obligación de sufragar la totalidad del capital necesario para la realización de los festejos.;AcademiaColombianaLengua
algarrobo;Árbol de hasta 30 m de altura, de tronco recto de color café, fronda amplia en forma de parasol, flores pequeñas de color blanco cremoso o rosado, hojas alternas y fruto en vaina.;Ejemplo no encontrado.;AcademiaColombianaLengua
algo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
algodón;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
algotro;Algún otro;Algunas veces dice que yo daba la información, y en algotras ocasiones dice que era mi esposa quien las daba.;AcademiaColombianaLengua
alicoramiento;Estado de embriaguez debido al consumo de bebidas alcohólicas.;El hecho de presentarse al trabajo en estado de alicoramiento puede constituirse en una justa causa de despido.;AcademiaColombianaLengua
alimentador;Bus del sistema de transporte público que tiene una ruta circular, en el que se recogen o dejan pasajeros en paraderos autorizados hasta una estación principal donde se debe cancelar el pasaje para acceder al servicio por las troncales de la ciudad.;Una vez entraron en funcionamiento los buses alimentadores en esta zona, el uso de los cicloparqueaderos disminuyó, debido a que ya no existía la necesidad de usar la bicicleta.;AcademiaColombianaLengua
alinderar;Poner o marcar los límites de un terreno.;Le corresponde al Ministerio del Medio Ambiente reservar y alinderar las áreas que integran el Sistema de Parques Nacionales Naturales.;AcademiaColombianaLengua
alineación;Ajustar los ángulos de las ruedas y la dirección de un vehículo.;Ejemplo no encontrado.;AcademiaColombianaLengua
aliprús;Termita alada de color negro que normalmente vuela en enjambres atraídos por las luces de las casas, su aleteo es perturbador.;Debe cerrar las ventanas para que no se metan los aliprús.;AcademiaColombianaLengua
alisado;Técnica que se usa para que el cabello pierda todo rizo u onda y quede lacio, por medio de un tratamiento o el uso de una plancha de pelo.;Ejemplo no encontrado.;AcademiaColombianaLengua
alisar;Referido al pelo, tratarlo para que pierda todo rizo u onda y quede lacio.;Ejemplo no encontrado.;AcademiaColombianaLengua
alistar;Poner a punto algo para su uso.;Coge el papel que alistaste para esta actividad y márcalo con tu sello.;AcademiaColombianaLengua
aliviarse;Dar a luz.;Ejemplo no encontrado.;AcademiaColombianaLengua
aliñado;Referido a una persona, presumida, que cuida demasiado su apariencia física.;Dizque era un hombre sencillo y humilde y resultó ser más aliñado que actor de Hollywood.;AcademiaColombianaLengua
allacito;Ahí mismo, cerca de.;En un barrio tranquilo de clase media, enfrente de la tintorería, más allacito quedaba la Pensión Valle donde nuestro tío Picuenigua iba a tomar aguardiente.;AcademiaColombianaLengua
almacén;Establecimiento comercial donde se venden artículos.;Las personas son requeridas para anunciar productos de consumo familiar o para anunciar rebajas en un almacén o centro comercial.;AcademiaColombianaLengua
almidón;Harina muy fina que se extrae de la yuca amarga.;El casabe de almidón es considerado como el más fino de los casabes porque no contiene ninguna mezcla.;AcademiaColombianaLengua
almirajó;Árbol que alcanza unos 20 m de altura, de hojas verdes agrupadas al final de las ramas, flores color canela.;El almirajó se propaga con mucha facilidad en condiciones naturales.;AcademiaColombianaLengua
almojábana;Pan típico de forma redondeada y con base plana, elaborado con una masa de harina de maíz, cuajada o queso y sal, que se asa al horno hasta dorar.;"Siempre aparecía con alguna delicia exótica; ese día era una bolsa llena de almojábanas que ella misma había horneado siguiendo al pie de la letra las instrucciones del viejo cuaderno de recetas de su madre.";AcademiaColombianaLengua
almorzadero;Restaurante en el que se sirven almuerzos y comida en general, especialmente en pueblos y carreteras.;Es tan difícil encontrarse a estos personajes de corbata en la calle o en el almorzadero del pueblo. Para hablar con ellos hay que procurar meterse en sus oficinas.;AcademiaColombianaLengua
almuercero;Trago de aguardiente, generalmente biche, que se toma como aperitivo en el almuerzo.;Cerca del medio día se tomó un almuercero para abrir el apetito.;AcademiaColombianaLengua
almuerzo;Definición no encontrada.;Ejemplo no encontrado.;AcademiaColombianaLengua
alocado;Referido a una persona, que está fuera de las normas habituales.;Por mi parte, espero que ni siquiera en tu alocada mente lleguen a mezclarse cosas que pertenecen en realidad a mundos tan opuestos.;AcademiaColombianaLengua
alpargata;Calzado artesanal en forma de sandalia hecha de lona y suela de cabuya.;Hace unos años el campesinado colombiano tenía por costumbre llevar alpargatas.;AcademiaColombianaLengua
alpargatudo;Referido a una persona, que es tosca o que pertenece a un nivel socioeconómico bajo.;"Todos lo sancionaron por haber dicho: ""El que trabaja en una universidad de Estados Unidos es maravilloso, pero el que trabaja en una universidad colombiana es un pobre hombre alpargatudo”.";AcademiaColombianaLengua
altamisa;Planta herbácea que alcanza los 2 m de altura, tallo morado, hojas pinadas y flores pequeñas, usada en medicina y culinaria.;Cree en la altamisa, dice que se cocina y se baña con ella los martes y viernes para alejar las cosas malas y para la buena suerte.;AcademiaColombianaLengua
altanero;Referido a una persona, desafiante, insolente.;Es tan altanero y tan respondón, que cuando lo reprendíamos por alguna cosa no nos volvía a decir ni padre ni madre, sino don Tiodoro y doña Rosario.;AcademiaColombianaLengua
altanería;Actitud grosera y despectiva hacia los demás por creer que se está en una posición superior.;Es muy común observar la altanería en los comportamientos de ciertos funcionarios públicos de nivel medio, que interponen las mayores trabas a los ciudadanos cuando realizan trámites ante el Estado.;AcademiaColombianaLengua
altillo;En la parte más alta de una casa, espacio situado debajo del tejado que se usa para guardar objetos u otros fines.;Se dedicó a buscar las fotos de su abuelo y las encontró en Bogotá, en el altillo de la casa de su madre.;AcademiaColombianaLengua
